(EAF,267757.13458927936,0.0020000000949949,22.3700008392334,1245139)
(ORGS,217415.9261280251,0.00313999992795289,19.7999992370605,8570)
(PUB,179900.0040233133,0.00899999961256981,135.0,34449)
(RMP,121081.60190125568,0.0299999993294477,78.5498504638672,120487)
(CTZ,120300.00230968006,0.00499999988824129,26.7299995422363,52050)
(CCD,111250.00477768485,0.0149999996647239,25.5499992370605,105416)
(SAB,110428.76995446288,1.39849996566772,318800.0,1695378)
(KE,99400.00031664963,0.0149999996647239,22.2000007629395,73249)
(LN,96699.9992052715,0.0149999996647239,49.6300010681152,394344)
(GHG,64850.000307336515,0.00499999988824129,24.3099994659424,607659)
